"","well","include","strain","isolate","description","strain.isolate","time.min","GFP","OD","other","other.bg","GFP.bg","OD.bg","well.OD.offset","well.GFP.offset","well.other.offset","logOD","specific.growth.rate","specific.growth.rate.adj.r.squared","fit.OD","GFP.rate","GFP.rate.adj.r.squared","other.rate","other.rate.adj.r.squared"
"1","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",10,1480.10833333333,0.0172391666666667,-0.241666666666666,19.2,4038.6,0.08664,0.000779166666666668,-331.291666666667,-0.0416666666666666,-4.06057135211518,NA,NA,NA,NA,NA,NA,NA
"2","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",20,1470.90833333333,0.0175791666666667,2.35833333333333,20.6,4134.8,0.0864,0.000779166666666668,-331.291666666667,-0.0416666666666666,-4.04104079019979,NA,NA,NA,NA,NA,NA,NA
"3","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",30,1562.70833333333,0.0185191666666667,1.95833333333333,23,4022,0.08616,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.98894904717676,0.396374565257847,0.9141922876955,0.0190883366497591,9498.99424590716,0.0987629226933161,-81.725297946256,-0.204424103737605
"4","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",40,1440.30833333333,0.0201591666666667,-0.241666666666666,25.2,4179.4,0.08602,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.90409617261216,0.579126079637594,0.957450119668855,0.0207072291826666,2810.61263612799,-0.289149991199958,-202.827716009233,0.650602409638554
"5","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",50,1646.50833333333,0.0223991666666667,-0.241666666666666,25.2,4117.2,0.08578,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.79873152319412,0.744272013662304,0.97793223935131,0.0231013577005626,-3417.98092663949,-0.250022416925568,-202.585495651887,0.674618952948973
"6","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",60,1477.50833333333,0.0258991666666667,-0.0416666666666666,27,4185.2,0.08578,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.65354448582645,0.914762467817326,0.983065994750712,0.0265452028000416,-5799.91801756963,-0.0897872874949988,-103.973588779502,0.486821705426357
"7","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",70,1478.30833333333,0.0303791666666667,-2.04166666666667,28,4197.4,0.0858,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.4939982125177,1.06286546056912,0.992629483848851,0.031222152151519,2663.49352204899,-0.303561544104278,15.3736999829669,-0.319186560565871
"8","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",80,1396.10833333333,0.0370991666666667,-1.64166666666667,27.6,4227.6,0.08548,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.29416077143593,1.16612884938118,0.996871941707023,0.0375018572536672,9244.34215764339,0.205188984964475,105.594770232687,0.210894552723638
"9","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",90,1756.50833333333,0.0453791666666667,0.958333333333333,28,4184.2,0.0854,0.000779166666666668,-331.291666666667,-0.0416666666666666,-3.09270216324844,1.2262213844631,0.999886658853728,0.0455812165414159,8166.52183167986,0.263483956696526,139.531159599946,0.798871422813382
"10","A2",TRUE,"JEB1203",1,NA,"JEB1203__1",100,1627.30833333333,0.0559991666666667,1.75833333333333,29.2,4259.4,0.08528,0.000779166666666668,-331.291666666667,-0.0416666666666666,-2.88241846931009,1.23687096269673,0.999956918761446,0.0559321845678463,12130.404082054,0.549268434580538,27.890918476601,-0.230347349177331
