"","well","include","strain","isolate","description","strain.isolate","time.min","GFP","OD","other","other.bg","GFP.bg","OD.bg","well.OD.offset","well.GFP.offset","well.other.offset","logOD","specific.growth.rate","specific.growth.rate.adj.r.squared","fit.OD","GFP.rate","GFP.rate.adj.r.squared","other.rate","other.rate.adj.r.squared"
"1","D1",TRUE,"BB129",1,NA,"BB129__1",10,1200.98333333333,0.0164391666666667,80.5916666666667,19.2,4038.6,0.08664,-0.000220833333333333,5.58333333333326,-0.208333333333343,-4.10808858001436,NA,NA,NA,NA,NA,NA,NA
"2","D1",TRUE,"BB129",1,NA,"BB129__1",20,1081.78333333333,0.0168791666666667,77.1916666666667,20.6,4134.8,0.0864,-0.000220833333333333,5.58333333333326,-0.208333333333343,-4.08167515912144,NA,NA,NA,NA,NA,NA,NA
"3","D1",TRUE,"BB129",1,NA,"BB129__1",30,1082.58333333333,0.0176191666666667,77.7916666666667,23,4022,0.08616,-0.000220833333333333,5.58333333333326,-0.208333333333343,-4.03876795433336,0.348846850087585,0.924230671973538,0.018053313317991,3994.83456192659,-0.237287757014937,-252.585213566072,0.255813953488379
"4","D1",TRUE,"BB129",1,NA,"BB129__1",40,1127.18333333333,0.0188591666666667,75.5916666666667,25.2,4179.4,0.08602,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.97075618797748,0.511839893729753,0.94263670837467,0.0194398679181432,9722.28827869796,0.446205716918243,30.8644072339627,-0.294573643410854
"5","D1",TRUE,"BB129",1,NA,"BB129__1",50,1238.38333333333,0.0207991666666667,77.5916666666667,25.2,4117.2,0.08578,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.87284235718002,0.698839577379039,0.963368715178548,0.0215228585995561,10966.9446978046,0.578559440536366,-105.933883710363,-0.0941020543406241
"6","D1",TRUE,"BB129",1,NA,"BB129__1",60,1161.38333333333,0.0237991666666667,77.7916666666667,27,4185.2,0.08578,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.73810471292331,0.901308885811349,0.975949967064946,0.0246043821671516,9447.09761134836,0.572711547651905,497.472357438068,0.226925148088315
"7","D1",TRUE,"BB129",1,NA,"BB129__1",70,1262.18333333333,0.0280791666666667,74.7916666666667,28,4197.4,0.0858,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.57272737737791,1.07795006936987,0.989133254902275,0.0289429745041528,2106.2106104973,-0.218662379569815,659.227336750143,0.513431136120043
"8","D1",TRUE,"BB129",1,NA,"BB129__1",80,1308.98333333333,0.0343991666666667,87.1916666666667,27.6,4227.6,0.08548,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.36972293970241,1.21366211404423,0.996000595927947,0.0349232731618091,8981.97596046153,0.441833101225701,611.626519113293,0.627049801461004
"9","D1",TRUE,"BB129",1,NA,"BB129__1",90,1215.38333333333,0.0424791666666667,88.7916666666667,28,4184.2,0.0854,-0.000220833333333333,5.58333333333326,-0.208333333333343,-3.15874151931557,1.29980370465429,0.999233612888723,0.0429167347954421,12532.174280349,0.568471702148405,511.688508099928,0.649152144575484
"10","D1",TRUE,"BB129",1,NA,"BB129__1",100,1446.18333333333,0.0531991666666667,88.5916666666667,29.2,4259.4,0.08528,-0.000220833333333333,5.58333333333326,-0.208333333333343,-2.93371254691762,1.32650789772244,0.999820208237992,0.0532943064986938,14374.5185992574,0.806939563610653,198.144993222846,0.868964446514515
"11","D1",TRUE,"BB129",1,NA,"BB129__1",110,1641.78333333333,0.0666991666666667,92.3916666666667,28.4,4247.8,0.08528,-0.000220833333333333,5.58333333333326,-0.208333333333343,-2.70756281989173,1.31177472953444,0.999348770284555,0.0661730023754463,15990.8113885525,0.978766616202273,290.148539597233,0.808249721293199
"12","D1",TRUE,"BB129",1,NA,"BB129__1",120,1734.18333333333,0.0829191666666667,94.1916666666667,29.6,4269.4,0.08546,-0.000220833333333333,5.58333333333326,-0.208333333333343,-2.4898890413123,1.26615601590712,0.998936689876175,0.081965534031631,12978.6258647381,0.977792162278794,339.654957768668,0.945723723295549
"13","D1",TRUE,"BB129",1,NA,"BB129__1",130,1953.18333333333,0.101519166666667,101.991666666667,29.8,4226.4,0.08536,-0.000220833333333333,5.58333333333326,-0.208333333333343,-2.28750766417287,1.22206003194871,0.999532158144084,0.100995662122479,14721.4243538197,0.903794858761881,325.558536960984,0.967697773156573
"14","D1",TRUE,"BB129",1,NA,"BB129__1",140,2176.98333333333,0.123859166666667,106.991666666667,28.8,4231.6,0.08552,-0.000220833333333333,5.58333333333326,-0.208333333333343,-2.08861011152112,1.14365645356373,0.99681868093792,0.122664484181686,15686.6921410597,0.968512972837647,306.201100103006,0.99534814332601
"15","D1",TRUE,"BB129",1,NA,"BB129__1",150,2659.38333333333,0.151099166666667,113.391666666667,28.4,4210.2,0.08508,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.88981892483006,1.04045854806116,0.990998158661145,0.146649665761955,12778.2084620757,0.957940410289618,224.207807287958,0.986428998347573
"16","D1",TRUE,"BB129",1,NA,"BB129__1",160,2984.58333333333,0.176279166666667,119.791666666667,30,4219,0.0851,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.73568636634726,0.901642582964658,0.985152676569584,0.172226414202549,13691.27965021,0.921806736231896,197.879054486496,0.985092193016869
"17","D1",TRUE,"BB129",1,NA,"BB129__1",170,3110.98333333333,0.202519166666667,122.991666666667,28.8,4302.6,0.08506,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.59692074670883,0.762983227566669,0.990546905105298,0.198449068019817,14215.0327444133,0.90954400981009,156.009802963188,0.978944878164183
"18","D1",TRUE,"BB129",1,NA,"BB129__1",180,3916.18333333333,0.226799166666667,130.591666666667,29.2,4216.4,0.08498,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.48369038144452,0.670928027788211,0.992516583831353,0.223964602319601,15846.2541099933,0.956464521270814,142.522522172721,0.976090014064698
"19","D1",TRUE,"BB129",1,NA,"BB129__1",190,4544.38333333333,0.251579166666667,133.791666666667,29,4273.2,0.085,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.37999756097587,0.604721741248322,0.997608797166569,0.249675776859122,16843.9247607625,0.998200451809183,95.1634167274721,0.759308807134895
"20","D1",TRUE,"BB129",1,NA,"BB129__1",200,5225.38333333333,0.276639166666667,140.991666666667,29.8,4204.2,0.08514,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.28504126939023,0.524140379865416,0.983695356987862,0.273526164401686,17053.2863289449,0.979406140536689,60.1039393652195,0.701969220585803
"21","D1",TRUE,"BB129",1,NA,"BB129__1",210,5960.98333333333,0.303519166666667,137.591666666667,30.2,4187.6,0.08506,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.19231051836237,0.440633406318023,0.972743728689256,0.29623280419963,16607.7488051748,0.988062438631648,54.6867185886777,0.699303076661569
"22","D1",TRUE,"BB129",1,NA,"BB129__1",220,7094.98333333333,0.319579166666667,142.391666666667,30.4,4213.6,0.0851,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.14075025286342,0.360720543709178,0.97465158691142,0.317196291828294,14928.2955759246,0.980181982957057,56.3688809126396,0.706769735301008
"23","D1",TRUE,"BB129",1,NA,"BB129__1",230,7709.38333333333,0.337919166666667,146.591666666667,29.2,4222.2,0.08506,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.08494856397426,0.291239229603704,0.993073783198422,0.335742324786071,13225.4996531323,0.978047689916388,80.4188152840245,0.999289267945984
"24","D1",TRUE,"BB129",1,NA,"BB129__1",240,8297.18333333333,0.354119166666667,151.391666666667,29.4,4185.4,0.08506,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.03812179349331,0.263567204855523,0.989063741269579,0.351490111448156,11309.3366513849,0.997100066793746,54.9659844494649,0.831917284783096
"25","D1",TRUE,"BB129",1,NA,"BB129__1",250,9060.18333333333,0.367539166666667,155.591666666667,29.2,4244.4,0.08494,-0.000220833333333333,5.58333333333326,-0.208333333333343,-1.00092539004434,0.231623360816012,0.995250761917954,0.366663993838358,10681.93241174,0.995468139275582,54.654943863494,0.828272731059186
"26","D1",TRUE,"BB129",1,NA,"BB129__1",260,9732.18333333333,0.381699166666667,153.991666666667,29.8,4193.4,0.08508,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.963122502448776,0.217611245650468,0.999562036716136,0.381049813550905,11117.2866364205,0.989183926201692,37.7903347224084,0.665210456972471
"27","D1",TRUE,"BB129",1,NA,"BB129__1",270,10255.7833333333,0.394779166666667,161.991666666667,29.8,4087.8,0.085,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.929428742149845,0.209131631559616,0.998513341351895,0.394715461406133,10684.6587285331,0.989109374231587,5.77631287073909,-0.29678007290401
"28","D1",TRUE,"BB129",1,NA,"BB129__1",280,11229.5833333333,0.409619166666667,160.191666666667,29.6,4187,0.08496,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.892527412731835,0.196901445392311,0.997282720298709,0.408215174085901,9216.6098637193,0.956529987571586,31.7479624049275,0.0950020197568943
"29","D1",TRUE,"BB129",1,NA,"BB129__1",290,11825.9833333333,0.422339166666667,154.391666666667,29.4,4192.6,0.08504,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.861946575269798,0.186481291588102,0.996473063348488,0.421423621116856,7668.86296367297,0.923613529227098,29.0444089668294,0.0672673366447214
"30","D1",TRUE,"BB129",1,NA,"BB129__1",300,12082.3833333333,0.434839166666667,168.591666666667,29.2,4192.2,0.08504,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.832779048061874,0.176785051493343,0.99987639851528,0.434709730491994,7125.58238918245,0.940116580308479,56.8655317929561,0.616209080127986
"31","D1",TRUE,"BB129",1,NA,"BB129__1",310,12522.5833333333,0.447579166666667,167.991666666667,30.8,4244,0.085,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.803901848161407,0.142523619791286,0.933317383412711,0.445275686893433,6827.68022033867,0.935822238715559,64.4095351356205,0.758554115533123
"32","D1",TRUE,"BB129",1,NA,"BB129__1",320,13462.5833333333,0.461059166666667,173.991666666667,29.8,4252,0.08492,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.774228900041578,0.10104320954162,0.834012080402159,0.454056964942661,7409.99535251019,0.962697562358418,59.7281885179862,0.779942893262711
"33","D1",TRUE,"BB129",1,NA,"BB129__1",330,13669.3833333333,0.461879166666667,175.591666666667,29.2,4186.2,0.0851,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.772451966120542,0.0941161747422103,0.852453624025045,0.463446695537471,5558.95645563342,0.837893779054762,74.3127534010337,0.924977085242897
"34","D1",TRUE,"BB129",1,NA,"BB129__1",340,14312.7833333333,0.465659166666667,187.391666666667,29.4,4200.8,0.08512,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.76430131446429,0.0811452010546612,0.824099291669454,0.470571783945617,5924.62211954937,0.809588793303185,82.6228884231047,0.934860345994008
"35","D1",TRUE,"BB129",1,NA,"BB129__1",350,14244.3833333333,0.481699166666667,189.991666666667,29.8,4170.2,0.08518,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.730435495331543,0.122108702069168,0.912277060521643,0.478658230278064,5553.02266181844,0.775263266399359,94.012799014985,0.966655573427995
"36","D1",TRUE,"BB129",1,NA,"BB129__1",360,15498.3833333333,0.483059166666667,199.191666666667,28.6,4181.2,0.08522,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.727616134557193,0.106375711713307,0.819525722717368,0.485998934998068,4150.62637947555,0.61389871739229,84.938457735847,0.971507332671739
"37","D1",TRUE,"BB129",1,NA,"BB129__1",370,15291.5833333333,0.502059166666667,207.191666666667,29.6,4211,0.08532,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.689037304349784,0.0913047165804648,0.815479061145487,0.495254035533538,4511.38171462451,0.664652142774439,131.811141992359,0.896198429515144
"38","D1",TRUE,"BB129",1,NA,"BB129__1",380,15470.1833333333,0.498399166666667,213.191666666667,29.6,4210.4,0.08528,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.696353983527413,0.109880083589591,0.862795645855835,0.503730928612678,2640.45728473168,0.632552040092382,155.559239167249,0.928945054749873
"39","D1",TRUE,"BB129",1,NA,"BB129__1",390,16120.3833333333,0.511719166666667,237.391666666667,30.4,4169.2,0.08526,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.669979307029379,0.0931426407421227,0.845721491616255,0.512963265064748,3244.91072433793,0.858462833357912,165.859830117193,0.959301174395252
"40","D1",TRUE,"BB129",1,NA,"BB129__1",400,16192.3833333333,0.524359166666667,249.391666666667,29.4,4132.2,0.08532,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.645578396892737,0.0965222614328151,0.876300209497582,0.518795944128481,3156.38550866248,0.856031305926517,161.219456217041,0.954297633909283
"41","D1",TRUE,"BB129",1,NA,"BB129__1",410,16317.5833333333,0.528979166666667,259.991666666667,28.8,4190,0.0853,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.63680623038202,0.0549791357079788,0.749102837076642,0.525653079208867,2447.46973029486,0.903522257313859,128.069258343012,0.999546842508714
"42","D1",TRUE,"BB129",1,NA,"BB129__1",420,16736.1833333333,0.531259166666667,271.591666666667,29.2,4131.4,0.08522,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.632505303990414,0.027545442222466,0.921160555472302,0.530331300555791,4053.23992332199,0.894118320315103,120.830130020317,0.998113648036607
"43","D1",TRUE,"BB129",1,NA,"BB129__1",430,16920.5833333333,0.532219166666667,282.391666666667,29.4,4187,0.08546,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.630699907057224,0.0256349464504254,0.94781701505429,0.533173028575859,3682.1067360512,0.823282913000257,131.889642257091,0.985665230116844
"44","D1",TRUE,"BB129",1,NA,"BB129__1",440,17682.1833333333,0.534899166666667,291.591666666667,30.2,4123.4,0.08508,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.625677023369746,0.0343948738858919,0.926072488881066,0.536064488416833,2596.25479783282,0.636744277431044,158.712247944773,0.960938646563112
"45","D1",TRUE,"BB129",1,NA,"BB129__1",450,17480.5833333333,0.538559166666667,308.591666666667,29.2,4206,0.08542,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.618857915316999,0.0447413241261987,0.984366627889576,0.539412790532876,3398.58459453469,0.659921778797545,163.066211153625,0.971206305039808
"46","D1",TRUE,"BB129",1,NA,"BB129__1",460,17615.9833333333,0.543479166666667,329.391666666667,29.4,4208.6,0.0854,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.609763904955616,0.0528533438428628,0.99187408076926,0.543780678879575,2577.06839251333,0.530749908787799,149.398467351561,0.942961607756976
"47","D1",TRUE,"BB129",1,NA,"BB129__1",470,18481.3833333333,0.548059166666667,336.791666666667,29,4149.2,0.08552,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.601372029492457,0.0450753881117537,0.919069203743458,0.547566299232279,4846.7555503707,0.844970939671589,145.735776858225,0.946619546687275
"48","D1",TRUE,"BB129",1,NA,"BB129__1",480,18349.5833333333,0.554119166666667,345.191666666667,29.6,4092,0.08546,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.590375513079631,0.0364487618812601,0.885407323614641,0.551332938294719,5629.41153053494,0.895449627449773,140.169387011464,0.948888703389384
"49","D1",TRUE,"BB129",1,NA,"BB129__1",490,19325.3833333333,0.553779166666667,367.191666666667,29.6,4151.2,0.0852,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.59098928782853,0.0325062285189353,0.896994137313362,0.554937519367791,4639.65745717327,0.839222053965579,132.122982211636,0.920220946240891
"50","D1",TRUE,"BB129",1,NA,"BB129__1",500,19780.3833333333,0.557339166666667,378.591666666667,29.2,4177.2,0.08544,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.584581307553196,0.0303861030428923,0.903376309692375,0.558211719223348,4264.83342791922,0.775987546232662,126.833596576054,0.91530360422406
"51","D1",TRUE,"BB129",1,NA,"BB129__1",510,19911.5833333333,0.561479166666667,381.191666666667,28.6,4151,0.0854,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.577180608489895,0.0419218401519402,0.98985302028996,0.561347539226252,2641.35833220851,0.926614776399158,116.505365090129,0.939136506957296
"52","D1",TRUE,"BB129",1,NA,"BB129__1",520,20040.3833333333,0.564419166666667,397.191666666667,29.6,4210.2,0.08546,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.571958100213205,0.0404645336533169,0.984629226457878,0.565033171387239,4151.33149482377,0.748809678033113,157.158914727047,0.918069238486343
"53","D1",TRUE,"BB129",1,NA,"BB129__1",530,20430.9833333333,0.569859166666667,412.391666666667,29.4,4149.6,0.08532,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.562366024705242,0.0376011661148097,0.978222628036405,0.568648473459081,4158.70280212781,0.756343686531656,193.089413099252,0.990627233681866
"54","D1",TRUE,"BB129",1,NA,"BB129__1",540,21475.3833333333,0.572199166666667,436.991666666667,29.8,4142.2,0.08538,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.558268154734425,0.0361607497935915,0.975753224570947,0.572130015031437,4489.95845788453,0.798393145726151,181.637035760639,0.978237145855194
"55","D1",TRUE,"BB129",1,NA,"BB129__1",550,21164.7833333333,0.575399166666667,452.791666666667,29,4147.8,0.08518,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.55269127613361,0.0367050675335709,0.971463710924292,0.576077112195511,3519.52882188434,0.702397064631312,171.43538236333,0.975537738820578
"56","D1",TRUE,"BB129",1,NA,"BB129__1",560,21814.1833333333,0.578879166666667,463.591666666667,29.2,4120.4,0.0857,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.546661516337695,0.0424862509080232,0.989067053756103,0.579769838167249,3461.92552262608,0.703960564399938,160.408482604043,0.988828352869958
"57","D1",TRUE,"BB129",1,NA,"BB129__1",570,21951.1833333333,0.584159166666667,481.391666666667,30.4,4050.4,0.08552,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.537581787625632,0.0475593001961615,0.994322411987304,0.584086294896126,4127.26684578128,0.883525279845528,154.703167647633,0.984522987744364
"58","D1",TRUE,"BB129",1,NA,"BB129__1",580,22754.7833333333,0.588359166666667,500.191666666667,30.6,4120.8,0.08582,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.530417689898395,NA,NA,NA,NA,NA,NA,NA
"59","D1",TRUE,"BB129",1,NA,"BB129__1",590,22703.3833333333,0.593819166666667,509.791666666667,30,4138.2,0.08556,-0.000220833333333333,5.58333333333326,-0.208333333333343,-0.521180439189792,NA,NA,NA,NA,NA,NA,NA
"60","E9",TRUE,"BB129",1,NA,"BB129__1",10,1153.31666666667,0.0164391666666667,79.5916666666667,19.2,4038.6,0.08664,0.00127916666666666,30.9166666666665,-1.20833333333334,-4.10808858001436,NA,NA,NA,NA,NA,NA,NA
"61","E9",TRUE,"BB129",1,NA,"BB129__1",20,1113.11666666667,0.0166791666666667,80.1916666666667,20.6,4134.8,0.0864,0.00127916666666666,30.9166666666665,-1.20833333333334,-4.09359484333156,NA,NA,NA,NA,NA,NA,NA
"62","E9",TRUE,"BB129",1,NA,"BB129__1",30,1213.91666666667,0.0175191666666667,82.7916666666667,23,4022,0.08616,0.00127916666666666,30.9166666666665,-1.20833333333334,-4.0444597592931,0.361754297372164,0.90174193833098,0.018007101470245,-3758.51716678749,-0.298854745878451,-619.755490268149,0.333718957272867
"63","E9",TRUE,"BB129",1,NA,"BB129__1",40,933.516666666667,0.0188591666666667,73.5916666666667,25.2,4179.4,0.08602,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.97075618797748,0.54247866589388,0.951535013510088,0.0194225874030879,10194.3163333903,-0.136367069584761,-494.269882831045,0.181964573268923
"64","E9",TRUE,"BB129",1,NA,"BB129__1",50,1186.71666666667,0.0208991666666667,73.5916666666667,25.2,4117.2,0.08578,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.86804599321459,0.723443755763293,0.968049500062652,0.0216009147293982,13371.655951537,0.0364846878148505,-299.987295963022,-0.0609118086696554
"65","E9",TRUE,"BB129",1,NA,"BB129__1",60,1291.71666666667,0.0239991666666667,76.7916666666667,27,4185.2,0.08578,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.72973617145924,0.915227509627006,0.979400733018306,0.0247647109113629,10282.3732088535,-0.0544752183005013,324.65551601941,0.7431654676259
"66","E9",TRUE,"BB129",1,NA,"BB129__1",70,1275.51666666667,0.0283791666666667,75.7916666666667,28,4197.4,0.0858,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.56209997108281,1.11402603967048,0.985427163326473,0.0293344643333326,441.801147371673,-0.33113097837693,343.623114622419,0.841491841491842
"67","E9",TRUE,"BB129",1,NA,"BB129__1",80,1101.31666666667,0.0346991666666667,79.1916666666667,27.6,4227.6,0.08548,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.36103960768753,1.25799514872023,0.994504050824645,0.0355978353577581,5036.26128381786,-0.118845056917756,347.212123315423,0.827261787550598
"68","E9",TRUE,"BB129",1,NA,"BB129__1",90,1292.71666666667,0.0439791666666667,80.7916666666667,28,4184.2,0.0854,0.00127916666666666,30.9166666666665,-1.20833333333334,-3.12403924204171,1.33551151223576,0.99932689925288,0.0439185634062014,13147.9710449378,0.581627542446065,418.046460905129,0.978756796143714
"69","E9",TRUE,"BB129",1,NA,"BB129__1",100,1432.51666666667,0.0549991666666667,84.5916666666667,29.2,4259.4,0.08528,0.00127916666666666,30.9166666666665,-1.20833333333334,-2.9004372453796,1.3491684312793,0.99971307669934,0.0547596785492092,17342.6876336861,0.996886043476496,433.895899857197,0.93392810964572
